Player,Season,Nationality,Pos,Position,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def_Pen,Att_Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,MarketValueEuro,Current club
Álvaro Morata,2324,Spain,FW,Centre-Forward,30,32,21,1904.0,21.2,15.0,3.0,18.0,15.0,0.0,1.0,4.0,1.0,13.8,12.9,1.7,14.6,22.0,20.0,88.0,0.71,0.14,0.85,0.71,0.85,0.65,0.08,0.73,0.61,0.69,66.0,33.0,50.0,3.12,1.56,0.23,0.45,11.4,0.0,0.2,1.2,2.1,267.0,384.0,69.5,3734.0,699.0,163.0,213.0,76.5,67.0,92.0,72.8,19.0,30.0,63.3,1.6,1.3,15.0,17.0,7.0,2.0,357.0,25.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,40.0,1.89,25.0,0.0,6.0,5.0,0.0,10.0,0.47,5.0,0.0,4.0,0.0,1.0,0.0,16.0,10.0,4.0,7.0,5.0,3.0,60.0,2.0,15.0,1.0,17.0,26.0,0.0,616.0,28.0,123.0,17.0,47.2,16.0,44.4,344.0,17.0,40.0,31.0,432.0,16000000.0,Atlético Madrid
Ángel Correa,2324,Argentina,"FW,MF",Right Winger,28,32,14,1528.0,17.0,9.0,2.0,11.0,8.0,1.0,1.0,3.0,0.0,7.9,7.1,3.6,10.8,40.0,61.0,128.0,0.53,0.12,0.65,0.47,0.59,0.47,0.21,0.68,0.42,0.63,42.0,19.0,45.2,2.47,1.12,0.19,0.42,17.0,1.0,0.17,1.1,0.9,379.0,516.0,73.4,4856.0,1162.0,249.0,301.0,82.7,85.0,110.0,77.3,18.0,46.0,39.1,3.8,-1.6,32.0,29.0,23.0,2.0,471.0,37.0,1.0,2.0,40.0,0.0,21.0,11.0,8.0,0.0,8.0,11.0,68.0,4.0,48.0,2.0,11.0,2.0,2.0,11.0,0.65,8.0,0.0,2.0,0.0,0.0,1.0,22.0,15.0,3.0,11.0,8.0,5.0,29.4,12.0,13.0,2.0,24.0,6.0,0.0,719.0,7.0,129.0,28.0,50.0,27.0,48.2,473.0,26.0,52.0,33.0,531.0,18000000.0,Atlético Madrid
Çağlar Söyüncü,2324,Türkiye,DF,Centre-Back,27,6,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,71.0,81.0,87.7,1249.0,407.0,29.0,31.0,93.5,39.0,43.0,90.7,2.0,5.0,40.0,0.0,0.0,0.0,4.0,1.0,0.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.58,2.0,0.0,0.0,0.0,0.0,1.0,0.79,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,7.0,0.0,97.0,5.0,1.0,1.0,100.0,0.0,0.0,65.0,1.0,0.0,2.0,65.0,10000000.0,Atlético Madrid
Alberto Marí,2223,Spain,"FW,MF",Centre-Forward,21,5,0,86.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,1.0,6.0,1.05,0.0,1.05,1.05,1.05,0.25,0.0,0.25,0.25,0.25,2.0,1.0,50.0,2.09,1.05,0.5,1.0,10.7,0.0,0.12,0.8,0.8,8.0,20.0,40.0,102.0,7.0,7.0,12.0,58.3,1.0,4.0,25.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,7.0,1.0,25.0,3.0,75.0,21.0,1.0,2.0,1.0,26.0,800000.0,Valencia CF
Alberto Marí,2324,Spain,FW,Centre-Forward,22,16,2,276.0,3.1,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.8,1.2,0.9,2.0,2.0,6.0,13.0,0.33,0.33,0.65,0.0,0.33,0.6,0.28,0.88,0.39,0.67,6.0,2.0,33.3,1.96,0.65,0.0,0.0,11.4,0.0,0.2,-0.8,-1.2,38.0,61.0,62.3,498.0,112.0,22.0,30.0,73.3,11.0,16.0,68.8,2.0,2.0,100.0,0.9,0.1,6.0,3.0,1.0,0.0,56.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.62,6.0,0.0,0.0,1.0,0.0,3.0,0.98,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,3.0,1.0,100.0,0.0,3.0,0.0,4.0,5.0,0.0,102.0,6.0,15.0,3.0,60.0,2.0,40.0,44.0,2.0,11.0,3.0,62.0,1500000.0,Valencia CF
Alberto Marí,2425,Spain,FW,Centre-Forward,23,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,2.0,4.0,50.0,33.0,7.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,4.0,1000000.0,Valencia CF
Carlos Soler,2223,Spain,MF,Central Midfield,25,3,3,242.0,2.7,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9,0.2,0.2,0.4,3.0,13.0,7.0,0.37,0.0,0.37,0.0,0.0,0.35,0.08,0.43,0.06,0.14,4.0,1.0,25.0,1.49,0.37,0.0,0.0,30.0,3.0,0.04,0.1,-0.2,92.0,123.0,74.8,1388.0,378.0,52.0,59.0,88.1,23.0,28.0,82.1,9.0,24.0,37.5,0.2,-0.2,4.0,5.0,4.0,0.0,102.0,21.0,0.0,1.0,16.0,0.0,11.0,5.0,5.0,0.0,0.0,3.0,6.0,2.23,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,66.7,1.0,1.0,0.0,2.0,2.0,0.0,143.0,2.0,4.0,1.0,50.0,0.0,0.0,83.0,0.0,2.0,1.0,98.0,25000000.0,Valencia CF
Cenk Özkacar,2223,Türkiye,DF,Centre-Back,21,17,14,1365.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,23.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,11.0,2.0,18.2,0.73,0.13,0.0,0.0,12.8,0.0,0.07,-0.8,-0.8,646.0,769.0,84.0,12014.0,4500.0,274.0,315.0,87.0,308.0,341.0,90.3,60.0,91.0,65.9,0.3,-0.2,4.0,54.0,3.0,1.0,744.0,23.0,0.0,16.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,18.0,1.19,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,17.0,10.0,0.0,14.0,73.7,5.0,12.0,12.0,39.0,47.0,4.0,908.0,85.0,16.0,10.0,100.0,0.0,0.0,522.0,0.0,8.0,4.0,549.0,5000000.0,Valencia CF
Cenk Özkacar,2324,Türkiye,DF,Centre-Back,22,23,18,1598.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.3,17.0,56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,6.0,3.0,50.0,0.34,0.17,0.0,0.0,14.3,0.0,0.04,-0.3,-0.3,698.0,860.0,81.2,13108.0,4662.0,265.0,295.0,89.8,364.0,398.0,91.5,58.0,135.0,43.0,0.3,-0.1,1.0,48.0,3.0,0.0,810.0,48.0,1.0,9.0,6.0,21.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,0.73,12.0,1.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,22.0,4.0,0.0,15.0,65.2,8.0,11.0,18.0,44.0,84.0,1.0,1035.0,109.0,12.0,3.0,37.5,4.0,50.0,532.0,0.0,4.0,3.0,617.0,4000000.0,Valencia CF
Cenk Özkacar,2425,Türkiye,DF,Centre-Back,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,Valencia CF
Charlie Perez,2223,Spain,GK,Goalkeeper,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000.0,Valencia CF
Cristhian Mosquera,2223,Spain,DF,Centre-Back,18,3,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,2.0,0.0,0.0,1.24,0.0,0.0,,9.3,0.0,0.1,-0.2,-0.2,53.0,65.0,81.5,828.0,314.0,29.0,33.0,87.9,20.0,23.0,87.0,4.0,9.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,46.0,19.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,4.0,80.0,1.0,1.0,1.0,5.0,5.0,0.0,81.0,11.0,2.0,0.0,,0.0,,38.0,0.0,2.0,0.0,38.0,1000000.0,Valencia CF
Cristhian Mosquera,2324,Spain,DF,Centre-Back,19,36,33,3075.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,0.7,14.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,9.0,2.0,22.2,0.26,0.06,0.0,0.0,14.3,0.0,0.07,-0.7,-0.7,1454.0,1646.0,88.3,27551.0,8196.0,500.0,543.0,92.1,808.0,859.0,94.1,134.0,211.0,63.5,0.2,0.0,1.0,45.0,0.0,0.0,1561.0,82.0,0.0,6.0,1.0,18.0,0.0,0.0,0.0,0.0,3.0,13.0,16.0,0.47,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,34.0,36.0,18.0,3.0,25.0,64.1,14.0,19.0,36.0,93.0,137.0,2.0,1980.0,274.0,15.0,6.0,85.7,1.0,14.3,1111.0,3.0,15.0,4.0,1240.0,30000000.0,Valencia CF
Cristhian Mosquera,2425,Spain,DF,Centre-Back,20,37,37,3319.0,36.9,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.4,0.4,0.0,0.4,35.0,123.0,6.0,0.03,0.0,0.03,0.03,0.03,0.01,0.0,0.01,0.01,0.01,5.0,2.0,40.0,0.14,0.05,0.2,0.5,10.5,0.0,0.08,0.6,0.6,1858.0,2053.0,90.5,32827.0,11556.0,766.0,812.0,94.3,947.0,1009.0,93.9,126.0,185.0,68.1,0.3,0.0,0.0,118.0,1.0,0.0,1931.0,117.0,0.0,6.0,2.0,49.0,0.0,0.0,0.0,0.0,5.0,9.0,14.0,0.38,12.0,0.0,0.0,0.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,56.0,36.0,41.0,13.0,2.0,31.0,77.5,9.0,13.0,35.0,91.0,128.0,4.0,2367.0,233.0,7.0,5.0,55.6,4.0,44.4,1401.0,0.0,18.0,10.0,1583.0,30000000.0,Valencia CF
César Tárrega,2324,Spain,DF,Centre-Back,21,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,5.0,5.0,100.0,90.0,22.0,1.0,1.0,100.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,0.0,,0.0,,3.0,0.0,0.0,0.0,3.0,1500000.0,Valencia CF
César Tárrega,2425,Spain,DF,Centre-Back,22,34,34,3026.0,33.6,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.9,1.9,0.1,2.1,20.0,79.0,1.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,20.0,6.0,30.0,0.59,0.18,0.1,0.33,10.3,0.0,0.1,0.1,0.1,1428.0,1692.0,84.4,27168.0,9416.0,477.0,512.0,93.2,817.0,892.0,91.6,127.0,247.0,51.4,0.2,-0.1,3.0,79.0,1.0,0.0,1608.0,79.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,14.0,10.0,0.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,37.0,33.0,13.0,3.0,19.0,61.3,12.0,21.0,22.0,71.0,222.0,2.0,2096.0,330.0,37.0,11.0,73.3,2.0,13.3,1134.0,0.0,16.0,4.0,1318.0,10000000.0,Valencia CF
David Otorbi,2324,Spain,FW,Right Winger,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,Valencia CF
Diego López,2223,Spain,"FW,MF",Right Winger,20,10,5,447.0,5.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,3.5,3.5,1.1,4.7,21.0,17.0,46.0,0.6,0.2,0.81,0.6,0.81,0.71,0.22,0.94,0.71,0.94,12.0,8.0,66.7,2.42,1.61,0.25,0.38,10.5,0.0,0.3,-0.5,-0.5,101.0,151.0,66.9,1553.0,496.0,56.0,73.0,76.7,30.0,46.0,65.2,9.0,14.0,64.3,1.0,-0.1,10.0,7.0,11.0,4.0,149.0,1.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,21.0,4.23,16.0,0.0,0.0,1.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,13.3,13.0,9.0,3.0,5.0,5.0,0.0,215.0,4.0,27.0,9.0,47.4,8.0,42.1,135.0,5.0,13.0,6.0,146.0,1500000.0,Valencia CF
Diego López,2324,Spain,"MF,FW",Right Winger,21,36,30,2656.0,29.5,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,3.7,3.7,5.4,9.1,75.0,73.0,180.0,0.1,0.2,0.3,0.1,0.3,0.12,0.18,0.31,0.12,0.31,41.0,15.0,36.6,1.39,0.51,0.07,0.2,15.4,0.0,0.09,-0.7,-0.7,512.0,791.0,64.7,7299.0,1914.0,304.0,412.0,73.8,148.0,223.0,66.4,29.0,59.0,49.2,2.4,0.6,39.0,35.0,21.0,7.0,761.0,27.0,4.0,3.0,65.0,17.0,0.0,0.0,0.0,0.0,3.0,42.0,79.0,2.68,65.0,0.0,5.0,3.0,4.0,11.0,0.37,9.0,0.0,1.0,1.0,0.0,0.0,37.0,25.0,14.0,16.0,7.0,13.0,23.2,43.0,22.0,20.0,57.0,12.0,0.0,1094.0,24.0,95.0,28.0,36.8,40.0,52.6,598.0,29.0,64.0,27.0,720.0,14000000.0,Valencia CF
Diego López,2425,Spain,"MF,FW",Right Winger,22,38,35,2737.0,30.4,8.0,5.0,13.0,8.0,0.0,0.0,3.0,0.0,6.6,6.6,5.0,11.6,76.0,85.0,219.0,0.26,0.16,0.43,0.26,0.43,0.22,0.17,0.38,0.22,0.38,44.0,14.0,31.8,1.45,0.46,0.18,0.57,15.1,0.0,0.15,1.4,1.4,680.0,943.0,72.1,10541.0,2502.0,373.0,457.0,81.6,251.0,320.0,78.4,37.0,61.0,60.7,4.7,0.0,38.0,43.0,34.0,9.0,904.0,36.0,5.0,3.0,67.0,33.0,0.0,0.0,0.0,0.0,3.0,47.0,69.0,2.27,60.0,1.0,3.0,3.0,0.0,9.0,0.3,7.0,0.0,1.0,0.0,1.0,0.0,31.0,18.0,11.0,16.0,4.0,16.0,34.0,31.0,30.0,16.0,47.0,15.0,0.0,1257.0,11.0,100.0,23.0,29.9,51.0,66.2,715.0,24.0,71.0,27.0,881.0,15000000.0,Valencia CF
Dimitri Foulquier,2223,Guadeloupe,DF,Right-Back,29,30,17,1738.0,19.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.7,1.8,51.0,70.0,84.0,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.09,0.01,0.09,3.0,0.0,0.0,0.16,0.0,0.0,,13.3,0.0,0.05,-0.2,-0.2,663.0,932.0,71.1,11039.0,4516.0,338.0,381.0,88.7,261.0,361.0,72.3,51.0,120.0,42.5,2.0,0.3,12.0,61.0,21.0,14.0,712.0,217.0,0.0,2.0,86.0,194.0,1.0,0.0,0.0,0.0,3.0,37.0,29.0,1.5,25.0,1.0,0.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,17.0,8.0,6.0,20.0,71.4,8.0,16.0,14.0,45.0,40.0,0.0,1116.0,59.0,20.0,19.0,45.2,22.0,52.4,557.0,7.0,33.0,9.0,591.0,2500000.0,Valencia CF
Dimitri Foulquier,2324,Guadeloupe,"DF,MF",Right-Back,30,33,19,1842.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.2,1.8,42.0,72.0,64.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,7.0,1.0,14.3,0.34,0.05,0.0,0.0,16.9,0.0,0.09,-0.6,-0.6,766.0,1042.0,73.5,11858.0,4675.0,394.0,463.0,85.1,308.0,382.0,80.6,42.0,118.0,35.6,0.8,-1.2,14.0,47.0,14.0,6.0,791.0,245.0,1.0,4.0,42.0,223.0,0.0,0.0,0.0,0.0,6.0,43.0,27.0,1.32,21.0,2.0,0.0,1.0,3.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,39.0,22.0,22.0,13.0,4.0,18.0,69.2,8.0,9.0,16.0,55.0,49.0,1.0,1258.0,47.0,18.0,22.0,48.9,16.0,35.6,577.0,6.0,34.0,16.0,659.0,2500000.0,Valencia CF
Dimitri Foulquier,2425,Guadeloupe,DF,Right-Back,31,32,25,2299.0,25.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.4,1.8,48.0,97.0,66.0,0.0,0.04,0.04,0.0,0.04,0.02,0.05,0.07,0.02,0.07,13.0,2.0,15.4,0.51,0.08,0.0,0.0,21.4,0.0,0.03,-0.4,-0.4,1007.0,1276.0,78.9,15790.0,5913.0,554.0,592.0,93.6,396.0,499.0,79.4,46.0,116.0,39.7,2.0,-0.4,10.0,77.0,15.0,6.0,1000.0,270.0,2.0,4.0,57.0,226.0,0.0,0.0,0.0,0.0,6.0,43.0,36.0,1.41,26.0,4.0,1.0,0.0,2.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0,48.0,31.0,29.0,13.0,6.0,24.0,66.7,12.0,16.0,16.0,64.0,86.0,1.0,1530.0,64.0,26.0,8.0,24.2,16.0,48.5,749.0,7.0,30.0,16.0,882.0,1500000.0,Valencia CF
Edinson Cavani,2223,Uruguay,FW,Centre-Forward,35,25,20,1449.0,16.1,5.0,2.0,7.0,3.0,2.0,3.0,6.0,0.0,6.0,3.6,1.7,5.3,8.0,20.0,53.0,0.31,0.12,0.43,0.19,0.31,0.37,0.11,0.48,0.22,0.33,31.0,8.0,25.8,1.93,0.5,0.1,0.38,14.7,3.0,0.12,-1.0,-0.6,263.0,354.0,74.3,4029.0,556.0,161.0,203.0,79.3,73.0,94.0,77.7,22.0,27.0,81.5,1.1,0.3,12.0,14.0,4.0,0.0,325.0,26.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,24.0,1.49,19.0,1.0,0.0,0.0,0.0,4.0,0.25,4.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,3.0,1.0,3.0,20.0,12.0,7.0,2.0,9.0,11.0,0.0,476.0,13.0,54.0,4.0,40.0,5.0,50.0,230.0,3.0,30.0,9.0,356.0,3000000.0,Valencia CF
Emilio Bernard,2223,Spain,GK,Goalkeeper,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,Valencia CF
Eray Cömert,2223,Switzerland,DF,Centre-Back,24,23,19,1672.0,18.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.5,0.5,0.1,0.6,6.0,54.0,1.0,0.05,0.0,0.05,0.05,0.05,0.03,0.0,0.03,0.03,0.03,10.0,6.0,60.0,0.54,0.32,0.1,0.17,18.2,0.0,0.05,0.5,0.5,815.0,945.0,86.2,17301.0,5980.0,208.0,234.0,88.9,484.0,514.0,94.2,113.0,170.0,66.5,0.2,-0.1,3.0,48.0,2.0,0.0,890.0,53.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,0.65,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,23.0,24.0,10.0,1.0,17.0,51.5,16.0,15.0,29.0,64.0,76.0,1.0,1129.0,162.0,10.0,2.0,100.0,0.0,0.0,680.0,1.0,1.0,0.0,691.0,3500000.0,Valencia CF
Gabriel Paulista,2223,Brazil,DF,Centre-Back,31,21,18,1504.0,16.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.7,0.7,0.3,0.9,12.0,61.0,1.0,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05,14.0,2.0,14.3,0.84,0.12,0.07,0.5,17.4,0.0,0.05,0.3,0.3,645.0,769.0,83.9,12734.0,5198.0,221.0,251.0,88.0,329.0,373.0,88.2,87.0,127.0,68.5,0.4,-0.3,5.0,53.0,4.0,0.0,705.0,62.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,0.48,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,13.0,4.0,0.0,13.0,68.4,6.0,8.0,32.0,49.0,79.0,2.0,959.0,162.0,20.0,0.0,,0.0,,454.0,0.0,5.0,1.0,516.0,2500000.0,Valencia CF
Gabriel Paulista,2324,Brazil,DF,Centre-Back,32,18,16,1398.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,0.2,0.6,2.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,7.0,0.0,0.0,0.45,0.0,0.0,,13.3,0.0,0.05,-0.4,-0.4,699.0,816.0,85.7,14412.0,5224.0,187.0,222.0,84.2,422.0,449.0,94.0,82.0,129.0,63.6,0.3,-0.2,2.0,40.0,3.0,0.0,771.0,41.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,0.52,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,8.0,2.0,0.0,6.0,54.5,5.0,8.0,24.0,34.0,78.0,0.0,963.0,137.0,8.0,0.0,0.0,1.0,100.0,563.0,0.0,2.0,1.0,615.0,2000000.0,Valencia CF
Germán Valera,2425,Spain,MF,Right Winger,22,8,1,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,3.0,2.0,66.7,1.82,1.22,0.0,0.0,21.7,0.0,0.04,-0.1,-0.1,34.0,47.0,72.3,474.0,50.0,20.0,24.0,83.3,13.0,14.0,92.9,1.0,7.0,14.3,0.0,0.0,1.0,3.0,0.0,0.0,46.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.04,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,2.0,1.0,73.0,2.0,4.0,3.0,37.5,3.0,37.5,46.0,0.0,5.0,1.0,46.0,1500000.0,Valencia CF
Giorgi Mamardashvili,2223,Georgia,GK,Goalkeeper,21,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,697.0,1086.0,64.2,20406.0,15742.0,144.0,144.0,100.0,310.0,318.0,97.5,237.0,613.0,38.7,0.0,0.0,0.0,17.0,0.0,0.0,740.0,342.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.11,1.0,3.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,11.0,4.0,1180.0,973.0,0.0,0.0,,0.0,,604.0,0.0,2.0,1.0,470.0,25000000.0,Valencia CF
